n:1 mse_avg:10.48 mse_y:12.63 mse_u:5.40 mse_v:6.94 psnr_avg:37.93 psnr_y:37.12 psnr_u:40.81 psnr_v:39.72 
n:629 mse_avg:103.01 mse_y:138.94 mse_u:20.26 mse_v:42.00 psnr_avg:28.00 psnr_y:26.70 psnr_u:35.06 psnr_v:31.90 
n:630 mse_avg:97.78 mse_y:130.99 mse_u:20.46 mse_v:42.25 psnr_avg:28.23 psnr_y:26.96 psnr_u:35.02 psnr_v:31.87 
n:631 mse_avg:97.69 mse_y:130.72 mse_u:20.96 mse_v:42.28 psnr_avg:28.23 psnr_y:26.97 psnr_u:34.92 psnr_v:31.87 
n:632 mse_avg:102.68 mse_y:138.48 mse_u:20.64 mse_v:41.49 psnr_avg:28.02 psnr_y:26.72 psnr_u:34.98 psnr_v:31.95 
n:633 mse_avg:96.26 mse_y:128.88 mse_u:20.77 mse_v:41.27 psnr_avg:28.30 psnr_y:27.03 psnr_u:34.96 psnr_v:31.97 
n:634 mse_avg:110.86 mse_y:150.68 mse_u:20.73 mse_v:41.70 psnr_avg:27.68 psnr_y:26.35 psnr_u:34.96 psnr_v:31.93 
n:635 mse_avg:103.51 mse_y:139.75 mse_u:20.88 mse_v:41.20 psnr_avg:27.98 psnr_y:26.68 psnr_u:34.93 psnr_v:31.98 
n:636 mse_avg:98.85 mse_y:132.78 mse_u:21.00 mse_v:40.98 psnr_avg:28.18 psnr_y:26.90 psnr_u:34.91 psnr_v:32.01 
n:637 mse_avg:102.93 mse_y:139.08 mse_u:20.81 mse_v:40.43 psnr_avg:28.01 psnr_y:26.70 psnr_u:34.95 psnr_v:32.06 
n:638 mse_avg:105.28 mse_y:142.41 mse_u:21.32 mse_v:40.72 psnr_avg:27.91 psnr_y:26.60 psnr_u:34.84 psnr_v:32.03 
n:639 mse_avg:100.30 mse_y:135.04 mse_u:21.35 mse_v:40.27 psnr_avg:28.12 psnr_y:26.83 psnr_u:34.84 psnr_v:32.08 
n:640 mse_avg:101.22 mse_y:136.55 mse_u:21.03 mse_v:40.07 psnr_avg:28.08 psnr_y:26.78 psnr_u:34.90 psnr_v:32.10 
n:641 mse_avg:99.45 mse_y:133.17 mse_u:22.04 mse_v:42.02 psnr_avg:28.15 psnr_y:26.89 psnr_u:34.70 psnr_v:31.90 
n:642 mse_avg:109.45 mse_y:148.03 mse_u:21.98 mse_v:42.58 psnr_avg:27.74 psnr_y:26.43 psnr_u:34.71 psnr_v:31.84 
n:643 mse_avg:100.56 mse_y:135.17 mse_u:21.57 mse_v:41.12 psnr_avg:28.11 psnr_y:26.82 psnr_u:34.79 psnr_v:31.99 
n:644 mse_avg:98.21 mse_y:131.53 mse_u:21.91 mse_v:41.26 psnr_avg:28.21 psnr_y:26.94 psnr_u:34.72 psnr_v:31.98 
n:645 mse_avg:99.87 mse_y:134.07 mse_u:21.84 mse_v:41.11 psnr_avg:28.14 psnr_y:26.86 psnr_u:34.74 psnr_v:31.99 
n:646 mse_avg:101.10 mse_y:135.68 mse_u:22.42 mse_v:41.46 psnr_avg:28.08 psnr_y:26.81 psnr_u:34.62 psnr_v:31.95 
n:647 mse_avg:97.15 mse_y:130.08 mse_u:21.98 mse_v:40.59 psnr_avg:28.26 psnr_y:26.99 psnr_u:34.71 psnr_v:32.05 
n:648 mse_avg:97.83 mse_y:131.19 mse_u:21.77 mse_v:40.42 psnr_avg:28.23 psnr_y:26.95 psnr_u:34.75 psnr_v:32.07 
n:649 mse_avg:99.84 mse_y:134.03 mse_u:22.19 mse_v:40.73 psnr_avg:28.14 psnr_y:26.86 psnr_u:34.67 psnr_v:32.03 
n:650 mse_avg:98.12 mse_y:131.79 mse_u:21.72 mse_v:39.87 psnr_avg:28.21 psnr_y:26.93 psnr_u:34.76 psnr_v:32.12 
n:651 mse_avg:99.30 mse_y:133.62 mse_u:21.67 mse_v:39.69 psnr_avg:28.16 psnr_y:26.87 psnr_u:34.77 psnr_v:32.14 
n:652 mse_avg:99.91 mse_y:134.31 mse_u:22.01 mse_v:40.22 psnr_avg:28.13 psnr_y:26.85 psnr_u:34.71 psnr_v:32.09 
n:653 mse_avg:98.71 mse_y:132.53 mse_u:21.91 mse_v:40.24 psnr_avg:28.19 psnr_y:26.91 psnr_u:34.72 psnr_v:32.08 
n:654 mse_avg:98.82 mse_y:132.82 mse_u:21.66 mse_v:39.98 psnr_avg:28.18 psnr_y:26.90 psnr_u:34.77 psnr_v:32.11 
n:655 mse_avg:106.16 mse_y:143.46 mse_u:22.12 mse_v:40.98 psnr_avg:27.87 psnr_y:26.56 psnr_u:34.68 psnr_v:32.01 
n:656 mse_avg:101.66 mse_y:136.81 mse_u:21.93 mse_v:40.79 psnr_avg:28.06 psnr_y:26.77 psnr_u:34.72 psnr_v:32.03 
n:657 mse_avg:99.78 mse_y:134.17 mse_u:21.76 mse_v:40.26 psnr_avg:28.14 psnr_y:26.85 psnr_u:34.75 psnr_v:32.08 
n:658 mse_avg:99.24 mse_y:133.11 mse_u:22.11 mse_v:40.91 psnr_avg:28.16 psnr_y:26.89 psnr_u:34.69 psnr_v:32.01 
n:659 mse_avg:105.99 mse_y:143.05 mse_u:22.25 mse_v:41.47 psnr_avg:27.88 psnr_y:26.58 psnr_u:34.66 psnr_v:31.95 
n:660 mse_avg:100.08 mse_y:134.31 mse_u:22.28 mse_v:40.98 psnr_avg:28.13 psnr_y:26.85 psnr_u:34.65 psnr_v:32.00 
n:661 mse_avg:99.33 mse_y:133.10 mse_u:22.06 mse_v:41.51 psnr_avg:28.16 psnr_y:26.89 psnr_u:34.69 psnr_v:31.95 
n:662 mse_avg:103.83 mse_y:139.60 mse_u:22.23 mse_v:42.34 psnr_avg:27.97 psnr_y:26.68 psnr_u:34.66 psnr_v:31.86 
n:663 mse_avg:102.15 mse_y:137.21 mse_u:22.26 mse_v:41.81 psnr_avg:28.04 psnr_y:26.76 psnr_u:34.66 psnr_v:31.92 
n:664 mse_avg:107.27 mse_y:144.79 mse_u:22.22 mse_v:42.27 psnr_avg:27.83 psnr_y:26.52 psnr_u:34.66 psnr_v:31.87 
n:665 mse_avg:108.32 mse_y:146.41 mse_u:22.09 mse_v:42.21 psnr_avg:27.78 psnr_y:26.48 psnr_u:34.69 psnr_v:31.88 
n:666 mse_avg:103.40 mse_y:139.12 mse_u:22.06 mse_v:41.85 psnr_avg:27.99 psnr_y:26.70 psnr_u:34.70 psnr_v:31.91 
n:667 mse_avg:106.68 mse_y:143.96 mse_u:21.98 mse_v:42.25 psnr_avg:27.85 psnr_y:26.55 psnr_u:34.71 psnr_v:31.87 
n:668 mse_avg:108.62 mse_y:146.66 mse_u:22.63 mse_v:42.42 psnr_avg:27.77 psnr_y:26.47 psnr_u:34.58 psnr_v:31.85 
n:669 mse_avg:105.37 mse_y:141.81 mse_u:22.66 mse_v:42.30 psnr_avg:27.90 psnr_y:26.61 psnr_u:34.58 psnr_v:31.87 
n:670 mse_avg:118.82 mse_y:161.61 mse_u:22.92 mse_v:43.54 psnr_avg:27.38 psnr_y:26.05 psnr_u:34.53 psnr_v:31.74 
n:671 mse_avg:103.65 mse_y:138.97 mse_u:23.03 mse_v:43.00 psnr_avg:27.97 psnr_y:26.70 psnr_u:34.51 psnr_v:31.80 
n:672 mse_avg:111.34 mse_y:150.40 mse_u:23.03 mse_v:43.45 psnr_avg:27.66 psnr_y:26.36 psnr_u:34.51 psnr_v:31.75 
n:673 mse_avg:114.15 mse_y:154.57 mse_u:23.25 mse_v:43.40 psnr_avg:27.56 psnr_y:26.24 psnr_u:34.47 psnr_v:31.76 
n:674 mse_avg:108.40 mse_y:145.81 mse_u:23.99 mse_v:43.19 psnr_avg:27.78 psnr_y:26.49 psnr_u:34.33 psnr_v:31.78 
n:675 mse_avg:116.62 mse_y:157.85 mse_u:24.10 mse_v:44.19 psnr_avg:27.46 psnr_y:26.15 psnr_u:34.31 psnr_v:31.68 
n:676 mse_avg:110.64 mse_y:149.29 mse_u:23.94 mse_v:42.72 psnr_avg:27.69 psnr_y:26.39 psnr_u:34.34 psnr_v:31.82 
n:677 mse_avg:108.06 mse_y:145.75 mse_u:23.52 mse_v:41.81 psnr_avg:27.79 psnr_y:26.49 psnr_u:34.42 psnr_v:31.92 
n:678 mse_avg:113.80 mse_y:154.11 mse_u:23.59 mse_v:42.74 psnr_avg:27.57 psnr_y:26.25 psnr_u:34.40 psnr_v:31.82 
n:679 mse_avg:110.53 mse_y:149.28 mse_u:23.70 mse_v:42.35 psnr_avg:27.70 psnr_y:26.39 psnr_u:34.38 psnr_v:31.86 
n:680 mse_avg:112.87 mse_y:152.85 mse_u:23.56 mse_v:42.24 psnr_avg:27.61 psnr_y:26.29 psnr_u:34.41 psnr_v:31.87 
n:681 mse_avg:111.70 mse_y:150.98 mse_u:23.37 mse_v:42.92 psnr_avg:27.65 psnr_y:26.34 psnr_u:34.44 psnr_v:31.80 
n:682 mse_avg:107.12 mse_y:144.23 mse_u:23.18 mse_v:42.61 psnr_avg:27.83 psnr_y:26.54 psnr_u:34.48 psnr_v:31.84 
n:683 mse_avg:112.89 mse_y:152.61 mse_u:23.30 mse_v:43.59 psnr_avg:27.60 psnr_y:26.29 psnr_u:34.46 psnr_v:31.74 
n:684 mse_avg:119.29 mse_y:162.38 mse_u:23.08 mse_v:43.10 psnr_avg:27.36 psnr_y:26.03 psnr_u:34.50 psnr_v:31.79 
n:685 mse_avg:108.67 mse_y:146.77 mse_u:22.94 mse_v:42.03 psnr_avg:27.77 psnr_y:26.46 psnr_u:34.52 psnr_v:31.89 
n:686 mse_avg:110.86 mse_y:149.90 mse_u:22.94 mse_v:42.60 psnr_avg:27.68 psnr_y:26.37 psnr_u:34.52 psnr_v:31.84 
n:687 mse_avg:110.11 mse_y:149.06 mse_u:22.76 mse_v:41.69 psnr_avg:27.71 psnr_y:26.40 psnr_u:34.56 psnr_v:31.93 
n:688 mse_avg:116.58 mse_y:158.25 mse_u:23.49 mse_v:42.98 psnr_avg:27.46 psnr_y:26.14 psnr_u:34.42 psnr_v:31.80 
n:689 mse_avg:110.14 mse_y:149.06 mse_u:22.83 mse_v:41.73 psnr_avg:27.71 psnr_y:26.40 psnr_u:34.55 psnr_v:31.93 
n:690 mse_avg:112.41 mse_y:152.10 mse_u:23.41 mse_v:42.64 psnr_avg:27.62 psnr_y:26.31 psnr_u:34.44 psnr_v:31.83 
n:691 mse_avg:111.18 mse_y:150.23 mse_u:23.45 mse_v:42.73 psnr_avg:27.67 psnr_y:26.36 psnr_u:34.43 psnr_v:31.82 
n:692 mse_avg:114.96 mse_y:155.86 mse_u:23.49 mse_v:42.81 psnr_avg:27.53 psnr_y:26.20 psnr_u:34.42 psnr_v:31.82 
n:693 mse_avg:113.10 mse_y:153.35 mse_u:23.65 mse_v:41.53 psnr_avg:27.60 psnr_y:26.27 psnr_u:34.39 psnr_v:31.95 
n:694 mse_avg:115.16 mse_y:156.51 mse_u:23.38 mse_v:41.55 psnr_avg:27.52 psnr_y:26.19 psnr_u:34.44 psnr_v:31.94 
n:695 mse_avg:117.24 mse_y:159.57 mse_u:23.51 mse_v:41.67 psnr_avg:27.44 psnr_y:26.10 psnr_u:34.42 psnr_v:31.93 
n:696 mse_avg:119.65 mse_y:163.11 mse_u:23.73 mse_v:41.75 psnr_avg:27.35 psnr_y:26.01 psnr_u:34.38 psnr_v:31.92 
n:697 mse_avg:115.06 mse_y:156.45 mse_u:23.22 mse_v:41.32 psnr_avg:27.52 psnr_y:26.19 psnr_u:34.47 psnr_v:31.97 
n:698 mse_avg:113.09 mse_y:153.00 mse_u:24.01 mse_v:42.49 psnr_avg:27.60 psnr_y:26.28 psnr_u:34.33 psnr_v:31.85 
n:699 mse_avg:108.64 mse_y:146.60 mse_u:23.76 mse_v:41.69 psnr_avg:27.77 psnr_y:26.47 psnr_u:34.37 psnr_v:31.93 
n:700 mse_avg:113.03 mse_y:153.31 mse_u:23.61 mse_v:41.37 psnr_avg:27.60 psnr_y:26.28 psnr_u:34.40 psnr_v:31.96 
n:701 mse_avg:110.44 mse_y:149.11 mse_u:23.93 mse_v:42.27 psnr_avg:27.70 psnr_y:26.40 psnr_u:34.34 psnr_v:31.87 
n:702 mse_avg:111.05 mse_y:150.28 mse_u:23.40 mse_v:41.79 psnr_avg:27.68 psnr_y:26.36 psnr_u:34.44 psnr_v:31.92 
n:703 mse_avg:111.49 mse_y:151.17 mse_u:23.21 mse_v:41.06 psnr_avg:27.66 psnr_y:26.34 psnr_u:34.47 psnr_v:32.00 
n:704 mse_avg:118.01 mse_y:160.22 mse_u:24.72 mse_v:42.49 psnr_avg:27.41 psnr_y:26.08 psnr_u:34.20 psnr_v:31.85 
n:705 mse_avg:113.79 mse_y:154.05 mse_u:24.14 mse_v:42.42 psnr_avg:27.57 psnr_y:26.25 psnr_u:34.30 psnr_v:31.86 
n:706 mse_avg:112.29 mse_y:151.81 mse_u:24.15 mse_v:42.32 psnr_avg:27.63 psnr_y:26.32 psnr_u:34.30 psnr_v:31.87 
n:707 mse_avg:110.68 mse_y:149.64 mse_u:23.70 mse_v:41.81 psnr_avg:27.69 psnr_y:26.38 psnr_u:34.38 psnr_v:31.92 
n:708 mse_avg:114.73 mse_y:155.55 mse_u:23.89 mse_v:42.29 psnr_avg:27.53 psnr_y:26.21 psnr_u:34.35 psnr_v:31.87 
n:709 mse_avg:111.66 mse_y:151.03 mse_u:23.77 mse_v:42.04 psnr_avg:27.65 psnr_y:26.34 psnr_u:34.37 psnr_v:31.89 
n:710 mse_avg:108.29 mse_y:146.31 mse_u:23.56 mse_v:40.97 psnr_avg:27.78 psnr_y:26.48 psnr_u:34.41 psnr_v:32.01 
n:711 mse_avg:110.47 mse_y:149.47 mse_u:23.54 mse_v:41.40 psnr_avg:27.70 psnr_y:26.39 psnr_u:34.41 psnr_v:31.96 
n:712 mse_avg:112.42 mse_y:152.43 mse_u:24.04 mse_v:40.75 psnr_avg:27.62 psnr_y:26.30 psnr_u:34.32 psnr_v:32.03 
n:713 mse_avg:116.14 mse_y:157.94 mse_u:23.85 mse_v:41.25 psnr_avg:27.48 psnr_y:26.15 psnr_u:34.36 psnr_v:31.98 
n:714 mse_avg:113.60 mse_y:154.34 mse_u:23.62 mse_v:40.65 psnr_avg:27.58 psnr_y:26.25 psnr_u:34.40 psnr_v:32.04 
n:715 mse_avg:108.61 mse_y:147.11 mse_u:23.46 mse_v:39.78 psnr_avg:27.77 psnr_y:26.45 psnr_u:34.43 psnr_v:32.13 
n:716 mse_avg:121.01 mse_y:165.41 mse_u:23.93 mse_v:40.48 psnr_avg:27.30 psnr_y:25.95 psnr_u:34.34 psnr_v:32.06 
n:717 mse_avg:109.86 mse_y:149.18 mse_u:23.39 mse_v:39.04 psnr_avg:27.72 psnr_y:26.39 psnr_u:34.44 psnr_v:32.22 
n:718 mse_avg:111.38 mse_y:151.33 mse_u:23.58 mse_v:39.38 psnr_avg:27.66 psnr_y:26.33 psnr_u:34.41 psnr_v:32.18 
n:719 mse_avg:117.05 mse_y:159.66 mse_u:23.79 mse_v:39.85 psnr_avg:27.45 psnr_y:26.10 psnr_u:34.37 psnr_v:32.13 
n:720 mse_avg:115.33 mse_y:157.07 mse_u:24.07 mse_v:39.62 psnr_avg:27.51 psnr_y:26.17 psnr_u:34.32 psnr_v:32.15 
n:721 mse_avg:114.48 mse_y:156.01 mse_u:23.95 mse_v:38.88 psnr_avg:27.54 psnr_y:26.20 psnr_u:34.34 psnr_v:32.23 
n:722 mse_avg:117.83 mse_y:160.92 mse_u:24.14 mse_v:39.17 psnr_avg:27.42 psnr_y:26.06 psnr_u:34.30 psnr_v:32.20 
n:723 mse_avg:117.92 mse_y:161.30 mse_u:23.95 mse_v:38.39 psnr_avg:27.41 psnr_y:26.05 psnr_u:34.34 psnr_v:32.29 
n:724 mse_avg:124.89 mse_y:171.49 mse_u:24.44 mse_v:38.93 psnr_avg:27.17 psnr_y:25.79 psnr_u:34.25 psnr_v:32.23 
n:725 mse_avg:121.56 mse_y:166.55 mse_u:24.54 mse_v:38.59 psnr_avg:27.28 psnr_y:25.92 psnr_u:34.23 psnr_v:32.27 
n:726 mse_avg:128.79 mse_y:177.41 mse_u:24.56 mse_v:38.57 psnr_avg:27.03 psnr_y:25.64 psnr_u:34.23 psnr_v:32.27 
n:727 mse_avg:129.27 mse_y:178.03 mse_u:24.73 mse_v:38.78 psnr_avg:27.02 psnr_y:25.63 psnr_u:34.20 psnr_v:32.24 
n:728 mse_avg:115.44 mse_y:157.36 mse_u:23.56 mse_v:39.64 psnr_avg:27.51 psnr_y:26.16 psnr_u:34.41 psnr_v:32.15 
n:729 mse_avg:115.86 mse_y:157.85 mse_u:23.81 mse_v:39.98 psnr_avg:27.49 psnr_y:26.15 psnr_u:34.36 psnr_v:32.11 
n:730 mse_avg:115.88 mse_y:157.81 mse_u:23.95 mse_v:40.08 psnr_avg:27.49 psnr_y:26.15 psnr_u:34.34 psnr_v:32.10 
n:731 mse_avg:119.18 mse_y:162.77 mse_u:24.02 mse_v:39.98 psnr_avg:27.37 psnr_y:26.02 psnr_u:34.32 psnr_v:32.11 
n:732 mse_avg:122.89 mse_y:168.17 mse_u:24.29 mse_v:40.36 psnr_avg:27.24 psnr_y:25.87 psnr_u:34.28 psnr_v:32.07 
n:733 mse_avg:118.70 mse_y:161.77 mse_u:24.62 mse_v:40.48 psnr_avg:27.39 psnr_y:26.04 psnr_u:34.22 psnr_v:32.06 
n:734 mse_avg:121.81 mse_y:166.52 mse_u:24.92 mse_v:39.87 psnr_avg:27.27 psnr_y:25.92 psnr_u:34.17 psnr_v:32.12 
n:735 mse_avg:119.36 mse_y:162.81 mse_u:24.94 mse_v:39.95 psnr_avg:27.36 psnr_y:26.01 psnr_u:34.16 psnr_v:32.12 
n:736 mse_avg:123.36 mse_y:168.44 mse_u:25.71 mse_v:40.69 psnr_avg:27.22 psnr_y:25.87 psnr_u:34.03 psnr_v:32.04 
n:737 mse_avg:124.86 mse_y:171.00 mse_u:25.09 mse_v:40.05 psnr_avg:27.17 psnr_y:25.80 psnr_u:34.14 psnr_v:32.10 
n:738 mse_avg:124.22 mse_y:169.97 mse_u:25.14 mse_v:40.33 psnr_avg:27.19 psnr_y:25.83 psnr_u:34.13 psnr_v:32.07 
n:739 mse_avg:129.24 mse_y:177.59 mse_u:25.07 mse_v:40.02 psnr_avg:27.02 psnr_y:25.64 psnr_u:34.14 psnr_v:32.11 
n:740 mse_avg:134.81 mse_y:185.79 mse_u:25.30 mse_v:40.42 psnr_avg:26.83 psnr_y:25.44 psnr_u:34.10 psnr_v:32.06 
n:741 mse_avg:131.07 mse_y:180.30 mse_u:24.95 mse_v:40.28 psnr_avg:26.96 psnr_y:25.57 psnr_u:34.16 psnr_v:32.08 
n:742 mse_avg:134.48 mse_y:185.44 mse_u:24.82 mse_v:40.30 psnr_avg:26.84 psnr_y:25.45 psnr_u:34.18 psnr_v:32.08 
n:743 mse_avg:135.52 mse_y:187.00 mse_u:24.67 mse_v:40.45 psnr_avg:26.81 psnr_y:25.41 psnr_u:34.21 psnr_v:32.06 
n:744 mse_avg:137.92 mse_y:190.44 mse_u:24.91 mse_v:40.89 psnr_avg:26.73 psnr_y:25.33 psnr_u:34.17 psnr_v:32.02 
n:745 mse_avg:137.96 mse_y:190.70 mse_u:24.52 mse_v:40.43 psnr_avg:26.73 psnr_y:25.33 psnr_u:34.24 psnr_v:32.06 
n:746 mse_avg:136.00 mse_y:187.68 mse_u:24.42 mse_v:40.83 psnr_avg:26.80 psnr_y:25.40 psnr_u:34.25 psnr_v:32.02 
n:747 mse_avg:146.02 mse_y:202.41 mse_u:25.17 mse_v:41.31 psnr_avg:26.49 psnr_y:25.07 psnr_u:34.12 psnr_v:31.97 
n:748 mse_avg:111.77 mse_y:157.75 mse_u:16.60 mse_v:23.02 psnr_avg:27.65 psnr_y:26.15 psnr_u:35.93 psnr_v:34.51 
n:749 mse_avg:109.44 mse_y:154.46 mse_u:16.11 mse_v:22.68 psnr_avg:27.74 psnr_y:26.24 psnr_u:36.06 psnr_v:34.58 
n:750 mse_avg:92.08 mse_y:129.42 mse_u:15.18 mse_v:19.64 psnr_avg:28.49 psnr_y:27.01 psnr_u:36.32 psnr_v:35.20 
n:751 mse_avg:88.00 mse_y:123.13 mse_u:15.89 mse_v:19.61 psnr_avg:28.69 psnr_y:27.23 psnr_u:36.12 psnr_v:35.21 
n:752 mse_avg:105.25 mse_y:149.09 mse_u:15.78 mse_v:19.34 psnr_avg:27.91 psnr_y:26.40 psnr_u:36.15 psnr_v:35.27 
n:753 mse_avg:110.36 mse_y:156.85 mse_u:15.56 mse_v:19.20 psnr_avg:27.70 psnr_y:26.18 psnr_u:36.21 psnr_v:35.30 
n:754 mse_avg:103.02 mse_y:145.91 mse_u:15.40 mse_v:19.12 psnr_avg:28.00 psnr_y:26.49 psnr_u:36.26 psnr_v:35.32 
n:755 mse_avg:111.97 mse_y:159.01 mse_u:15.77 mse_v:19.99 psnr_avg:27.64 psnr_y:26.12 psnr_u:36.15 psnr_v:35.12 
n:756 mse_avg:113.38 mse_y:161.36 mse_u:15.48 mse_v:19.38 psnr_avg:27.59 psnr_y:26.05 psnr_u:36.23 psnr_v:35.26 
n:757 mse_avg:109.89 mse_y:156.06 mse_u:15.48 mse_v:19.63 psnr_avg:27.72 psnr_y:26.20 psnr_u:36.23 psnr_v:35.20 
n:758 mse_avg:119.22 mse_y:169.97 mse_u:15.69 mse_v:19.76 psnr_avg:27.37 psnr_y:25.83 psnr_u:36.17 psnr_v:35.17 
n:759 mse_avg:129.92 mse_y:185.77 mse_u:16.02 mse_v:20.41 psnr_avg:26.99 psnr_y:25.44 psnr_u:36.08 psnr_v:35.03 
n:760 mse_avg:122.65 mse_y:175.06 mse_u:15.68 mse_v:19.99 psnr_avg:27.24 psnr_y:25.70 psnr_u:36.18 psnr_v:35.12 
n:761 mse_avg:129.14 mse_y:184.72 mse_u:15.64 mse_v:20.33 psnr_avg:27.02 psnr_y:25.47 psnr_u:36.19 psnr_v:35.05 
n:762 mse_avg:130.15 mse_y:186.22 mse_u:15.60 mse_v:20.45 psnr_avg:26.99 psnr_y:25.43 psnr_u:36.20 psnr_v:35.02 
n:763 mse_avg:137.25 mse_y:196.65 mse_u:15.56 mse_v:21.36 psnr_avg:26.76 psnr_y:25.19 psnr_u:36.21 psnr_v:34.83 
n:764 mse_avg:136.96 mse_y:196.17 mse_u:15.57 mse_v:21.52 psnr_avg:26.76 psnr_y:25.20 psnr_u:36.21 psnr_v:34.80 
n:765 mse_avg:128.22 mse_y:183.28 mse_u:15.35 mse_v:20.83 psnr_avg:27.05 psnr_y:25.50 psnr_u:36.27 psnr_v:34.94 
n:766 mse_avg:130.22 mse_y:186.32 mse_u:15.41 mse_v:20.61 psnr_avg:26.98 psnr_y:25.43 psnr_u:36.25 psnr_v:34.99 
n:767 mse_avg:136.42 mse_y:195.24 mse_u:15.94 mse_v:21.60 psnr_avg:26.78 psnr_y:25.23 psnr_u:36.11 psnr_v:34.79 
n:768 mse_avg:131.17 mse_y:187.44 mse_u:15.96 mse_v:21.30 psnr_avg:26.95 psnr_y:25.40 psnr_u:36.10 psnr_v:34.85 
n:769 mse_avg:136.32 mse_y:195.18 mse_u:15.79 mse_v:21.44 psnr_avg:26.79 psnr_y:25.23 psnr_u:36.15 psnr_v:34.82 
n:770 mse_avg:139.52 mse_y:199.65 mse_u:16.18 mse_v:22.30 psnr_avg:26.68 psnr_y:25.13 psnr_u:36.04 psnr_v:34.65 
n:771 mse_avg:142.24 mse_y:203.60 mse_u:16.18 mse_v:22.89 psnr_avg:26.60 psnr_y:25.04 psnr_u:36.04 psnr_v:34.53 
n:772 mse_avg:144.64 mse_y:207.14 mse_u:16.19 mse_v:23.08 psnr_avg:26.53 psnr_y:24.97 psnr_u:36.04 psnr_v:34.50 
n:773 mse_avg:140.03 mse_y:200.22 mse_u:16.13 mse_v:23.14 psnr_avg:26.67 psnr_y:25.12 psnr_u:36.05 psnr_v:34.49 
n:774 mse_avg:144.79 mse_y:207.16 mse_u:16.45 mse_v:23.64 psnr_avg:26.52 psnr_y:24.97 psnr_u:35.97 psnr_v:34.39 
n:775 mse_avg:157.44 mse_y:225.98 mse_u:16.37 mse_v:24.33 psnr_avg:26.16 psnr_y:24.59 psnr_u:35.99 psnr_v:34.27 
n:776 mse_avg:147.60 mse_y:211.37 mse_u:16.18 mse_v:23.97 psnr_avg:26.44 psnr_y:24.88 psnr_u:36.04 psnr_v:34.33 
n:777 mse_avg:150.80 mse_y:216.09 mse_u:16.18 mse_v:24.28 psnr_avg:26.35 psnr_y:24.78 psnr_u:36.04 psnr_v:34.28 
n:778 mse_avg:152.70 mse_y:218.89 mse_u:16.25 mse_v:24.42 psnr_avg:26.29 psnr_y:24.73 psnr_u:36.02 psnr_v:34.25 
n:779 mse_avg:156.14 mse_y:223.88 mse_u:16.41 mse_v:24.91 psnr_avg:26.20 psnr_y:24.63 psnr_u:35.98 psnr_v:34.17 
n:780 mse_avg:154.32 mse_y:221.46 mse_u:16.16 mse_v:23.93 psnr_avg:26.25 psnr_y:24.68 psnr_u:36.05 psnr_v:34.34 
n:781 mse_avg:153.35 mse_y:220.06 mse_u:16.16 mse_v:23.71 psnr_avg:26.27 psnr_y:24.71 psnr_u:36.05 psnr_v:34.38 
n:782 mse_avg:151.27 mse_y:217.00 mse_u:16.07 mse_v:23.56 psnr_avg:26.33 psnr_y:24.77 psnr_u:36.07 psnr_v:34.41 
n:783 mse_avg:158.18 mse_y:227.31 mse_u:15.78 mse_v:24.07 psnr_avg:26.14 psnr_y:24.56 psnr_u:36.15 psnr_v:34.32 
n:784 mse_avg:153.47 mse_y:220.36 mse_u:15.86 mse_v:23.52 psnr_avg:26.27 psnr_y:24.70 psnr_u:36.13 psnr_v:34.42 
n:785 mse_avg:156.22 mse_y:224.43 mse_u:16.00 mse_v:23.61 psnr_avg:26.19 psnr_y:24.62 psnr_u:36.09 psnr_v:34.40 
n:786 mse_avg:165.44 mse_y:238.29 mse_u:15.97 mse_v:23.53 psnr_avg:25.94 psnr_y:24.36 psnr_u:36.10 psnr_v:34.41 
n:787 mse_avg:154.28 mse_y:221.63 mse_u:15.97 mse_v:23.20 psnr_avg:26.25 psnr_y:24.67 psnr_u:36.10 psnr_v:34.48 
n:788 mse_avg:156.59 mse_y:225.21 mse_u:15.74 mse_v:23.00 psnr_avg:26.18 psnr_y:24.61 psnr_u:36.16 psnr_v:34.51 
n:789 mse_avg:155.68 mse_y:223.78 mse_u:15.71 mse_v:23.27 psnr_avg:26.21 psnr_y:24.63 psnr_u:36.17 psnr_v:34.46 
n:790 mse_avg:158.20 mse_y:227.41 mse_u:15.65 mse_v:23.94 psnr_avg:26.14 psnr_y:24.56 psnr_u:36.19 psnr_v:34.34 
n:791 mse_avg:158.08 mse_y:227.26 mse_u:15.78 mse_v:23.65 psnr_avg:26.14 psnr_y:24.57 psnr_u:36.15 psnr_v:34.39 
n:792 mse_avg:154.52 mse_y:221.95 mse_u:15.67 mse_v:23.65 psnr_avg:26.24 psnr_y:24.67 psnr_u:36.18 psnr_v:34.39 
n:793 mse_avg:160.72 mse_y:231.25 mse_u:15.63 mse_v:23.72 psnr_avg:26.07 psnr_y:24.49 psnr_u:36.19 psnr_v:34.38 
n:794 mse_avg:161.78 mse_y:232.82 mse_u:15.74 mse_v:23.68 psnr_avg:26.04 psnr_y:24.46 psnr_u:36.16 psnr_v:34.39 
n:795 mse_avg:160.06 mse_y:230.28 mse_u:15.64 mse_v:23.60 psnr_avg:26.09 psnr_y:24.51 psnr_u:36.19 psnr_v:34.40 
